function,file,string
cixcd_enable_port,cipca_driver.c,cipca_completion_rcv
cixcd_enable_port,cipca_driver.c,Created cipca_process: pid %x\n
cixcd_enable_port,cipca_driver.c,CIPCA in wrong state to be enabled\n
cixcd_enable_port,cipca_driver.c,Timed out waiting to enter ENABLED state\n
cixcd_enable_port,cipca_driver.c,Adapter is ENABLED\n
cixcd_enable_port,cipca_driver.c,Adapter did not ENABLE\n
cixcd_enable_port,cipca_driver.c,CIPCA does not have PORT ENABLED COMPLETE\n
cixcd_enable_port,cipca_driver.c,CIPCA %s is CI node %d is ENABLED\n
cixcd_stop_port,cipca_driver.c,stop_port: pb = %x\n
cixcd_shutdown_port,cipca_driver.c,shutdown_port...\n
cixcd_shutdown_port,cipca_driver.c,No sb to %x\n
cixcd_shutdown_port,cipca_driver.c,No VC to %x \n
cixcd_shutdown_port,cipca_driver.c,shutdown_port: break vc node %d\n
cixcd_shutdown_port,cipca_driver.c,call ci_sa_ppd_shutdown_vc(%x)\n
cixcd_shutdown_port,cipca_driver.c,sb->send_active went to 0\n
cixcd_shutdown_port,cipca_driver.c,CIPCA shutdown send timeout %d\n
cixcd_shutdown_port,cipca_driver.c,shutdown_port: complete node %d\n
cixcd_shutdown_port,cipca_driver.c,shutdown_port: complete\n
cixcd_interrupt,cipca_driver.c,CIPCA_interrupt casr0:%x  casr1:%x  posting misc\n
cixcd_interrupt,cipca_driver.c,"CIPCA erroneous interrupt, psr = %08x\n"
cipca_init,cipca_driver.c,Launching zero checker\n
cipca_init,cipca_driver.c,zerocheck
cipca_init,cipca_driver.c,NPORT
cipca_init,cipca_driver.c,os_type
cipca_init,cipca_driver.c,cipca driver failed to read os_type environment variable\n
cipca_init,cipca_driver.c,OpenVMS
cipca_init,cipca_driver.c,os_type: %s - console CIPCA driver not started\n
cipca_init,cipca_driver.c,cipca
zerocheck,cipca_driver.c,addr %x : %x\n
cipca_reset,cipca_driver.c,Timed out waiting for INIT after adprst.  NODESTS : %x\n
scan_pb,cipca_driver.c,pb at %x:\n
cipca_mscp_destroy,cipca_driver.c,mscp_destroy_poll: p %x flink %x cb %x sb %x pb %x\n
cipca_mscp_destroy,cipca_driver.c,mscp_destroy_poll: remq p = %x  slot:%d hose:%d bus:%x\n
dump_adrq,cipca_driver.c,stopper\n
dump_csrtbl,cipca_io.c,id: %x    %s   %s   offset:%x\n
cipca_write_csr,cipca_io.c,Failed to find csr: %x\n
cipca_write_csr,cipca_io.c,cipca_write_csr blank pb\n
cipca_write_csr,cipca_io.c,"HARD:outmeml(%x,%x,%x);\n"
cipca_write_csr,cipca_io.c,"SOFT:outmeml(%x,%x,%x);\n"
cipca_write_csr,cipca_io.c,"MEM:outmeml(%x,%x,%x);\n"
cipca_write_csr,cipca_io.c,CFG write: Not yet implemented\n
cipca_write_csr,cipca_io.c,EMUL - %s no CIPCA parallel\n
cipca_write_csr,cipca_io.c,Not yet implemented\n
cipca_read_csr,cipca_io.c,Failed to find csr: %x\n
cipca_read_csr,cipca_io.c,cipca_read_csr blank pb\n
cipca_read_csr,cipca_io.c,"HARD: %x = inmeml(%x,%x);\n"
cipca_read_csr,cipca_io.c,"SOFT: %x = inmeml(%x,%x);\n"
cipca_read_csr,cipca_io.c,"MEM: %x = inmeml(%x,%x);\n"
cipca_read_csr,cipca_io.c,CFG write: Not yet implemented\n
cipca_read_csr,cipca_io.c,EMUL - %s no CIPCA parallel\n
cipca_read_csr,cipca_io.c,Not yet implemented\n
emul_read,cipca_io.c,No CIXCD found\n
emul_read,cipca_io.c,"  CIXCD read:  \t base=%x offset = %x, data = %08x\n"
emul_write,cipca_io.c,No CIXCD found\n
emul_write,cipca_io.c,"  CIXCD write: \t base=%x   offset = %x, data = %08x\n"
ci_mscp_response,cipca_response.c,ppd_k_dgrec:%d\n
ci_mscp_response,cipca_response.c,  DGREC start: Send dqi to  %s %d\n
ci_mscp_response,cipca_response.c,ppd_k_start: requested to start VC on %s %d\n
ci_mscp_response,cipca_response.c,start received from %s but stallvc set\n
ci_mscp_response,cipca_response.c,ppd_k_stack:%d  sb->vc:%x \n
ci_mscp_response,cipca_response.c,ppd_k_ack:%d sb->vc:%x  ackrec:%x 
ci_mscp_response,cipca_response.c,poll_active:%s\n
ci_mscp_response,cipca_response.c,ppd_k_error_log:%d\n
ci_mscp_response,cipca_response.c,"CI Error_log, node %d\n"
ci_mscp_response,cipca_response.c,ppd_k_msgrec:%d\n
ci_mscp_response,cipca_response.c,ppd_k_scs_msg:%d\n
ci_mscp_response,cipca_response.c,default:%d\n
ci_mscp_response,cipca_response.c,unrecognized PPD message received\n
ci_mscp_response,cipca_response.c,ppd_k_cnfref:%d\n
ci_mscp_response,cipca_response.c,ppd_k_idrec:%d   sb:%x\n
ci_mscp_response,cipca_response.c,"  IDREC: unwanted node %s %d, MAINTid: %x\n"
ci_mscp_response,cipca_response.c,"  IDREC    Send dg start to  %s %d, MAINTid: %x\n"
ci_mscp_response,cipca_response.c,IDREC from %s; sb->vc open;  NO start sent\n
ci_mscp_response,cipca_response.c,ppk_k_datrec:%d\n
ci_mscp_response,cipca_response.c,default2:%d\n
ci_mscp_response,cipca_response.c,"Unrecognized opcode %x, packet = %x\n"
ci_sa_scs_receive,cipca_response.c,ci_sa_scs_receive\n
ci_sa_scs_receive,cipca_response.c,scs_k_con_req:%d\n
ci_sa_scs_receive,cipca_response.c,scs_k_con_rsp:%d\n
ci_sa_scs_receive,cipca_response.c,SCS Connect Response received in wrong state\n
ci_sa_scs_receive,cipca_response.c,scs_k_acc_req:%d\n
ci_sa_scs_receive,cipca_response.c,SCS Accept Request received in wrong state\n
ci_sa_scs_receive,cipca_response.c,scs_k_acc_rsp:%d\n
ci_sa_scs_receive,cipca_response.c,SCS Accept Response received in wrong state\n
ci_sa_scs_receive,cipca_response.c,scs_k_rej_req:%d\n
ci_sa_scs_receive,cipca_response.c,scs_k_disc_req:%d\n
ci_sa_scs_receive,cipca_response.c,SCS Disconnect Request received in wrong state\n
ci_sa_scs_receive,cipca_response.c,scs_k_disc_rsp:%d\n
ci_sa_scs_receive,cipca_response.c,SCS Disconnect Response received in wrong state\n
ci_sa_scs_receive,cipca_response.c,scs_k_cred_req:%d\n
ci_sa_scs_receive,cipca_response.c,scs_k_appl_msg:%d\n
ci_sa_scs_receive,cipca_response.c,SCS Application Message received in wrong state\n
ci_sa_scs_receive,cipca_response.c,q->credit:%x  cb->owed_credits:%x\n
ci_sa_scs_receive,cipca_response.c,default3:%d\n
ci_sa_scs_receive,cipca_response.c,unrecognized SCS message (%04x) received\n
dump_trace_record,cipca_support.c,%04d %c%x %08x %08x %08x %08x %08x %08x %08x %08x\n
start_cipca,cipca_support.c,cipca_dev:%x\n
start_cipca,cipca_support.c,sb:%x\n
ci_sa_scs_alloc,cipca_support.c,     CI SCS ALLOC len %d\n
ci_sa_scs_alloc_appl_msg,cipca_support.c,\nscs_alloc_appl_msg\n
ci_sa_scs_alloc_appl_msg,cipca_support.c,scs_alloc_appl_msg: wait on credit\n
ci_sa_scs_connect,cipca_support.c,\nci_sa_scs_connect\n
ci_sa_scs_connect,cipca_support.c,appl_receive
ci_sa_scs_connect,cipca_support.c,scs_control
ci_sa_scs_connect,cipca_support.c,scs_credit
ci_sa_scs_connect,cipca_support.c,ci_sa_scs_conn: send con req - got it: %x\n
ci_sa_scs_connect,cipca_support.c,ci_sa_scs_connect - open\n
ci_sa_scs_connect,cipca_support.c,ci_sa_scs_connect - discard\n
ci_sa_scs_accept,cipca_support.c,ci_sa_scs_accept\n
ci_sa_scs_accept,cipca_support.c,appl_receive
ci_sa_scs_accept,cipca_support.c,scs_control
ci_sa_scs_accept,cipca_support.c,scs_credit
ci_sa_scs_accept,cipca_support.c,ci_sa_scs_accept  - open\n
ci_sa_scs_accept,cipca_support.c,ci_sa_scs_accept - discard\n
ci_sa_scs_discard_cb,cipca_support.c,\nci_sa_scs_discard_cb\n
ci_sa_scs_discard_cb,cipca_support.c,ci_sa_scs_discard_cb: end\n
ci_sa_scs_break_vc,cipca_support.c,\nci_sa_scs_break_vc\n
ci_sa_scs_send_acc_rsp,cipca_support.c,\nci_sa_send_acc_rsp\n
ci_sa_scs_send_appl_msg,cipca_support.c,\nSEND_APPL_MSG:-- mscp_opc: %x --  -- %s -- \n
ci_sa_scs_send_appl_msg,cipca_support.c,ci_sa_scs_send_appl_msg: cb->owed_credits:%x\n
ci_sa_scs_send_appl_msg,cipca_support.c,ci_sa_scs_send_appl_msg: credits:%x\n
ci_sa_ppd_alloc,cipca_support.c,n cixcd_sa_ppd_alloc buffer removal error.\n
ci_sa_ppd_alloc,cipca_support.c,"\nCI PPD ALLOC nq car %x cmd buff %x , dest %x p_grp %x cmd xport %x\n"
ci_sa_ppd_new_node,cipca_support.c,%-18s node %2d  %6.6s %4.4s %4.4s %4.4s\n
ci_sa_ppd_new_node,cipca_support.c,%s New node %d %s %4.4s %4.4s %4.4s\n
ci_sa_ppd_new_node,cipca_support.c,%.8s
ci_sa_ppd_new_node,cipca_support.c,%.4s/%.4s
ci_sa_ppd_new_node,cipca_support.c,%4.4s
ci_sa_ppd_new_node,cipca_support.c,%-24s   %-16s   %16s  %s
ci_sa_ppd_check_system,cipca_support.c,VAX 
ci_sa_ppd_close_vc,cipca_support.c,\nci_sa_ppd_close_vc\n
ci_sa_ppd_poll_idreq,cipca_support.c,\n ci_sa_poll_idreq\n
ci_sa_ppd_send_dg_start,cipca_support.c,ci_sa_ppd_send_dg_start to %s\n
ci_sa_ppd_send_dg_stack,cipca_support.c,ci_sa_ppd_send_dg_stack to %s\n
ci_sa_ppd_send_dg_start_stack,cipca_support.c,CP  
ci_sa_ppd_send_dg_start_stack,cipca_support.c,V1.0
ci_sa_ppd_send_dg_start_stack,cipca_support.c,VAX 
ci_sa_ppd_send_dg_start_stack,cipca_support.c,CP      
ci_sa_ppd_send_dg_start_stack,cipca_support.c,%02X
ci_sa_ppd_send_dg_ack,cipca_support.c,ci_sa_ppd_send_dg_ack to %s\n
ci_sa_ppd_send_scs_msg,cipca_support.c,ci_sa_ppd_send_scs_msg - p:%x\n
ci_sa_ppd_break_vc,cipca_support.c,ppd_break_vc: vc not open\n
ci_sa_ppd_break_vc,cipca_support.c,ci_sa_ppd_break_vc: breaking VC to %s %d\n
ci_sa_ppd_break_vc,cipca_support.c,"ppd_rundown, cb = %x\n"
ci_sa_ppd_break_vc,cipca_support.c,ppd_break_vc: done\n
ci_sa_ppd_shutdown_vc,cipca_support.c,ci_sa_ppd_shutdown_vc: breaking VC to %s\n
ci_sa_ppd_shutdown_vc,cipca_support.c,"CI shutdown VC, %d not active\n"
ci_sa_ppd_shutdown_vc,cipca_support.c,ppd_shutdown_vc: done\n
ci_sa_ppd_rundown,cipca_support.c,ppd_rundown...\n
ci_sa_ppd_rundown,cipca_support.c,"ppd_rundown, cb = %x\n"
ci_sa_ppd_rundown,cipca_support.c,ppd_rundown: done\n
ci_sa_examine_n_status,cipca_support.c,"cmd/res failed.  BREAKING VC, opcode = %x, status = %x (%s)\n"
ci_sa_response,cipca_support.c,Illegal node found:%d for cluster size %d\n
ci_sa_response,cipca_support.c,PMSNT
ci_sa_response,cipca_support.c,PMREC
ci_sa_response,cipca_support.c,QERET
ci_sa_response,cipca_support.c,CKTSET: node %x
ci_sa_response,cipca_support.c,  CKTSET: mask %x mvalue %x
ci_sa_response,cipca_support.c,   in_vcd %x \n
ci_sa_response,cipca_support.c,  PMSNT: unhandled opcode %s - no action\n
ci_sa_print_packet,cipca_support.c,CI Received 
ci_sa_print_packet,cipca_support.c,CI Sent 
ci_sa_print_packet,cipca_support.c,"%s %s from %s src %d dst %d, status_bit %x, type: %d\n, PATH_A: %s  PATH_B: %s,  ci_flags %x\n"
ci_sa_print_packet,cipca_support.c,\n<- %08x : 
ci_sa_print_packet,cipca_support.c,%s\n
ci_sa_print_packet,cipca_support.c,<- %08x : token\n
ci_sa_print_packet,cipca_support.c,<- %08x : token\n
ci_sa_print_packet,cipca_support.c,<- %08x : %c flags: %04x %s\n
ci_sa_print_packet,cipca_support.c,<- %08x : %s status: %04x\n
ci_sa_print_packet,cipca_support.c,<- %08x : src %x dst %x\n
ci_sa_print_packet,cipca_support.c,<- %08x : reserved\n
ci_sa_print_packet,cipca_support.c,<- %08x : 
ci_sa_print_packet,cipca_support.c,\n<- %08x : 
ci_sa_print_packet,cipca_support.c,%s\n
ci_sa_print_packet,cipca_support.c,<- %08x : 
dump_ci_pb,cipca_support.c,ci_pb: %x\n
dump_ci_pb,cipca_support.c,  unsigned long int node_id: %x\n
dump_ci_pb,cipca_support.c,  unsigned long int vector: %x\n
dump_ci_pb,cipca_support.c,  unsigned long int vector2: %x\n
dump_ci_pb,cipca_support.c,  unsigned long int hard_base: %x\n
dump_ci_pb,cipca_support.c,  unsigned long int soft_base: %x\n
dump_ci_pb,cipca_support.c,  unsigned long int mem_base: %x\n
dump_ci_pb,cipca_support.c,  unsigned long int poll: %x\n
dump_ci_pb,cipca_support.c,  unsigned long int interrupt: %x\n
dump_ci_pb,cipca_support.c,  struct kfmsa_blk *blk_ptr: %x\n
dump_ci_pb,cipca_support.c,  struct SEMAPHORE *adap_s: %x\n
dump_ci_pb,cipca_support.c,  NPORT_AB *ab: %x\n
dump_ci_pb,cipca_support.c,  N_QP ddfq: %x\n
dump_ci_pb,cipca_support.c,  int ddfq_entries: %x\n
dump_ci_pb,cipca_support.c,  N_Q_BUFFER *N_buffer_blk: %x\n
dump_ci_pb,cipca_support.c,  N_CARRIER *N_carrier_blk: %x\n
dump_ci_pb,cipca_support.c,  BDL_PTR *bdlt_ptr_blk: %x\n
dump_ci_pb,cipca_support.c,BDL *bdl_blk: %x\n
dump_ci_pb,cipca_support.c,  N_CARRIER *car: %x\n
dump_ci_pb,cipca_support.c,  struct MBX *mbx: %x\n
dump_ci_pb,cipca_support.c,  int (*poke)(): %s\n
dump_ci_pb,cipca_support.c,  ADAPTER_STATE adapter_state: %x\n
dump_pb,cipca_support.c,\t setmode: %x\n
dump_pb,cipca_support.c,\t ref: %x\n
dump_pb,cipca_support.c,\t state: %x\n
dump_pb,cipca_support.c,\t mode: %x\n
dump_pb,cipca_support.c,\t desired_mode: %x\n
dump_pb,cipca_support.c,\t hose: %x\n
dump_pb,cipca_support.c,\t bus: %x\n
dump_pb,cipca_support.c,\t slot: %x\n
dump_pb,cipca_support.c,\t function: %x\n
dump_pb,cipca_support.c,\t channel: %x\n
dump_pb,cipca_support.c,\t protocol: %x\n
dump_pb,cipca_support.c,\t controller: %x\n
dump_pb,cipca_support.c,\t port_name: %s\n
dump_pb,cipca_support.c,\t type: %x\n
dump_pb,cipca_support.c,\t csr: %x\n
dump_pb,cipca_support.c,\t vector: %x\n
dump_pb,cipca_support.c,\t device: %s\n
dump_pb,cipca_support.c,\t misc: %x\n
dump_pb,cipca_support.c,\t pdm: %x\n
dump_pb,cipca_support.c,\t config_device: %x\n
dump_pb,cipca_support.c,\t order: %x\n
dump_pb,cipca_support.c,\t sb: %x\n
dump_pb,cipca_support.c,\t num_sb: %x\n
dump_pb,cipca_support.c,\t name: %s\n
dump_pb,cipca_support.c,\t alias: %s\n
dump_pb,cipca_support.c,\t info: %s\n
dump_pb,cipca_support.c,\t version: %s\n
dump_pb,cipca_support.c,\t string: %s\n
dump_pb,cipca_support.c,\t id: %s\n
dump_pb,cipca_support.c,\t e_memq: %x\n
dump_pb,cipca_support.c,\t status: %x\n
dump_pb,cipca_support.c,\t pq: %x\n
dump_pb,cipca_support.c,\t parent: %x\n
dump_cixcd_blk,cipca_support.c,cixcd_blk : %x\n
dump_cixcd_blk,cipca_support.c,  u_int hose: %x\n
dump_cixcd_blk,cipca_support.c,  u_int slot: %x\n
dump_cixcd_blk,cipca_support.c,  u_int controller: %x\n
dump_cixcd_blk,cipca_support.c,  u_int hard_base: %x\n
dump_cixcd_blk,cipca_support.c,  u_int soft_base: %x\n
dump_cixcd_blk,cipca_support.c,  u_int mem_base: %x\n
dump_cixcd_blk,cipca_support.c,  u_int vect1: %x\n
dump_cixcd_blk,cipca_support.c,  u_int vect2: %x\n
dump_cixcd_blk,cipca_support.c,  u_int completion_pid: %x\n
dump_cixcd_blk,cipca_support.c,  u_int p_misc_pid: %x\n
dump_cixcd_blk,cipca_support.c,  u_int refcnt: %x\n
dump_cixcd_blk,cipca_support.c,  struct pb *pb: %x\n
dump_cixcd_blk,cipca_support.c,  struct SEMAPHORE completion_compl_s: %x\n
dump_cixcd_blk,cipca_support.c,  struct SEMAPHORE misc_compl_s: %x\n
dump_cixcd_blk,cipca_support.c,  struct SEMAPHORE completion_s: %x\n
dump_cixcd_blk,cipca_support.c,  struct SEMAPHORE misc_s: %x\n
dump_cixcd_blk,cipca_support.c,  struct SEMAPHORE adap_s: %x\n
dump_cixcd_blk,cipca_support.c,  struct MBX *mbx_int: %x\n
dump_cixcd_blk,cipca_support.c,  NPORT_AB *ab: %x\n
dump_type_ptr,cipca_support.c,TYPE_PTR : %x\n
dump_type_ptr,cipca_support.c,  unsigned int     type  : 2 :%x\n
dump_type_ptr,cipca_support.c,  unsigned int           : 3 :\n
dump_type_ptr,cipca_support.c,  unsigned int     pa    : 27 :%x\n
dump_type_ptr,cipca_support.c,  unsigned int     pa_e  : 16 :%x\n
dump_type_ptr,cipca_support.c,  unsigned int     count : 16 :%x\n
dump_pa_ptr,cipca_support.c,PA_PTR : %x\n
dump_pa_ptr,cipca_support.c,unsigned int           : 5 :\n
dump_pa_ptr,cipca_support.c,unsigned int      pa   : 27 :%x\n
dump_pa_ptr,cipca_support.c,unsigned int      pa_e : 16 :%x\n
dump_pa_ptr,cipca_support.c,unsigned int           : 16 :\n
dump_ampb_ptr,cipca_support.c,AMPB_PTR : %x\n
dump_ampb_ptr,cipca_support.c,  unsigned int      v    : 1 :%x\n
dump_ampb_ptr,cipca_support.c,  unsigned int           : 4 :\n
dump_ampb_ptr,cipca_support.c,  unsigned int      pa   : 27 :%x\n
dump_ampb_ptr,cipca_support.c,  unsigned int      pa_e : 16 :%x\n
dump_ampb_ptr,cipca_support.c,  unsigned int           : 16 :\n
dump_buffer_name,cipca_support.c,BUF_NAME : %x\n
dump_buffer_name,cipca_support.c,  unsigned int bdl_idx : 8 :%x\n
dump_buffer_name,cipca_support.c,  unsigned int bdlt_idx : 12 :%x\n
dump_buffer_name,cipca_support.c,  unsigned int key : 12 :%x\n
dump_bdl,cipca_support.c,Buffer Descriptor Leaf  DBL : %x\n
dump_bdl,cipca_support.c,  unsigned int page_offset : 13 :%x\n
dump_bdl,cipca_support.c,  unsigned int             : 3 :\n
dump_bdl,cipca_support.c,  unsigned int v           : 1 :%x\n
dump_bdl,cipca_support.c,  unsigned int ro          : 1 :%x\n
dump_bdl,cipca_support.c,  unsigned int             : 14 :\n
dump_bdl,cipca_support.c,  BUF_NAME     buf_name :%x\n
dump_bdl,cipca_support.c,  unsigned int buf_len :%x\n
dump_bdl,cipca_support.c,  unsigned int             : 32 :\n
dump_bdl,cipca_support.c,  TYPE_PTR     root0 :%x\n
dump_bdl,cipca_support.c,  TYPE_PTR     root1 :%x\n
dump_bdl_ptr,cipca_support.c,Pointer to Buffer Descriptor Leaf: %x\n
dump_bdl_ptr,cipca_support.c,  unsigned int      v         : 1 :%x\n
dump_bdl_ptr,cipca_support.c,  unsigned int                : 12 :\n
dump_bdl_ptr,cipca_support.c,  unsigned long int bdl_ptr   : 19 :%x\n
dump_bdl_ptr,cipca_support.c,  unsigned long int bdl_ptr_e : 16 :%x\n
dump_bdl_ptr,cipca_support.c,  unsigned long int           : 16 :\n
dump_bdl_ptr,cipca_support.c,  unsigned char     soft[8] :%x\n
dump_n_flags,cipca_support.c,N_Port command flags:%x\n
dump_n_flags,cipca_support.c,  unsigned short int i : %x\n
dump_n_flags,cipca_support.c,  --unsigned int     r  : 1 Generate response : %x\n
dump_n_flags,cipca_support.c,  --unsigned int     i  : 1 Suppress interrupts : %x\n
dump_n_flags,cipca_support.c,  --union        f_d_ca : 1 : %x\n
dump_n_flags,cipca_support.c,  --unsigned int        : 1 Should Be Zero \n
dump_n_flags,cipca_support.c,  --unsigned int     sw : 4 Reserved for software : %x\n
dump_n_flags,cipca_support.c,  --unsigned int     gn : 3 Virtual Circuit Generation Number : %x\n
dump_n_flags,cipca_support.c,  --unsigned int     m  : 3 Packet Multiple : %x\n
dump_n_flags,cipca_support.c,  --unsigned int     ps : 2 Path Select : %x\n
dump_n_status,cipca_support.c,N_STATUS : %x\n
dump_n_status,cipca_support.c,  unsigned short int i : %x\n
dump_n_status,cipca_support.c,                     or \n
dump_n_status,cipca_support.c,  --unsigned int     fail : 1 : %x\n
dump_n_status,cipca_support.c,  --unsigned int     type : 7 : %x %s\n
dump_n_status,cipca_support.c,  --unsigned int     ptha : 2 Path A status : %x\n
dump_n_status,cipca_support.c,  --unsigned int     pthb : 2 Path B status : %x\n
dump_n_status,cipca_support.c,  --unsigned int     ca   : 1 Counted events for All addresses : %x\n
dump_n_status,cipca_support.c,  --unsigned int          : 3 Should Be Zero \n
dump_n_status,cipca_support.c,                     or \n
dump_n_status,cipca_support.c,  --unsigned int     fail : 1 : %x\n
dump_n_status,cipca_support.c,  --unsigned int     type : 7 : %x %s\n
dump_n_status,cipca_support.c,  --unsigned int     rp   : 2  Receive path : %x\n
dump_n_q_buffer,cipca_support.c,N_Q_BUFFER : %x\n
dump_n_q_buffer,cipca_support.c,  N_Q_BUF_HEAD a :%x\n
dump_n_q_buffer,cipca_support.c,  unsigned char b[N_Q_BODY_SIZ] / %X[%x]\n
dump_n_apb,cipca_support.c,Adapter Parameter Block N_APB:%x\n
dump_n_apb,cipca_support.c,  unsigned short int vcdt_len :%x\n
dump_n_apb,cipca_support.c,  unsigned short int ibuf_len :%x\n
dump_n_apb,cipca_support.c,  unsigned short int rampb :%x\n
dump_n_apb,cipca_support.c,  unsigned short int type :%x\n
dump_n_apb,cipca_support.c,  unsigned char imp_spec[8] :%x\n
dump_n_apb,cipca_support.c,  unsigned char sbz[16] :%2x\n
dump_n_cpb,cipca_support.c,Nport Channel Parameter Block : %x\n
dump_n_cpb,cipca_support.c,  unsigned short int xp_addr :%x\n
dump_n_cpb,cipca_support.c,  unsigned char max_pgrp :%x\n
dump_n_cpb,cipca_support.c,  unsigned char max_mem :%x\n
dump_n_cpb,cipca_support.c,  int sbz :%x\n
dump_n_cpb,cipca_support.c,  unsigned short int dlink_type :%x\n
dump_n_cpb,cipca_support.c,  unsigned char dlink_param[6] : %x %x %x %x %x %x\n
dump_n_cpb,cipca_support.c,  char imp_spec[16] :%x %x %x %x %x %x %x %x %x %x %x %x %x %x %x %x\n
dump_n_ccq,cipca_support.c,  Nport Channel Command Queues : %x\n
dump_n_ccq,cipca_support.c,    N_QP dccq3 head :%x\n
dump_n_ccq,cipca_support.c,         dccq3 tail :%x\n
dump_n_ccq,cipca_support.c,    N_QP dccq2 head :%x\n
dump_n_ccq,cipca_support.c,         dccq2 tail :%x\n
dump_n_ccq,cipca_support.c,    N_QP dccq1 head :%x\n
dump_n_ccq,cipca_support.c,         dccq1 tail :%x\n
dump_n_ccq,cipca_support.c,    N_QP dccq0 head :%x\n
dump_n_ccq,cipca_support.c,         dccq0 tail :%x\n
dump_n_ccq,cipca_support.c,    N_QP cccq3 head :%x\n
dump_n_ccq,cipca_support.c,         cccq3 tail :%x\n
dump_n_ccq,cipca_support.c,    N_QP cccq2 head :%x\n
dump_n_ccq,cipca_support.c,         cccq2 tail :%x\n
dump_n_ccq,cipca_support.c,    N_QP cccq1 head :%x\n
dump_n_ccq,cipca_support.c,         cccq1 tail :%x\n
dump_n_ccq,cipca_support.c,    N_QP cccq0 head :%x\n
dump_n_ccq,cipca_support.c,         cccq0 tail :%x\n
dump_nport_ab,cipca_support.c,N_Port Adapter Block : %x\n
dump_nport_ab,cipca_support.c,  N_CCQ             cq[MAX_CHAN] :%x[%x]\n
dump_nport_ab,cipca_support.c,  PRINTING ONLY cq[0] : \n
dump_nport_ab,cipca_support.c,  N_QP              adrq head:%x\n
dump_nport_ab,cipca_support.c,                    adrq tail:%x\n
dump_nport_ab,cipca_support.c,  N_QP              dadfq head:%x\n
dump_nport_ab,cipca_support.c,                    dadfq tail:%x\n
dump_nport_ab,cipca_support.c,  N_QP              addfq head:%x\n
dump_nport_ab,cipca_support.c,                    addfq tail:%x\n
dump_nport_ab,cipca_support.c,  N_QP              damfq head:%x\n
dump_nport_ab,cipca_support.c,                    damfq tail:%x\n
dump_nport_ab,cipca_support.c,  N_QP              admfq head:%x\n
